correction,record_id,title,known_gold,state_changed,before_score,after_score,score_delta,before_rank,after_rank,rank_improvement,before_state,after_state
mechanism,BC001-4BC58662EC84,Finger vein gun box,False,True,0.0,2.0,2.0,2995,762,2233,"{""rank"": 2995, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 762, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-514C6D763480,High-reliability returning system for electric automobile,False,True,0.0,0.0,0.0,2998,1636,1362,"{""rank"": 2998, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 1636, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-53C021773061,Multifunctional intelligent comprehensive anti-deformation bullet cabinet,False,True,0.0,0.0,0.0,2999,1654,1345,"{""rank"": 2999, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1654, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-562AF48F9CC0,Auto Pairing Rotation Vector,False,True,0.0,0.0,0.0,3000,1674,1326,"{""rank"": 3000, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1674, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-5854BB976BC6,Warehouse logistics intelligent management method and system,False,True,0.0,0.0,0.0,3004,1690,1314,"{""rank"": 3004, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1690, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-59C7D09BEF9C,Cloud storage information processing system and method based on dynamic encryption RBAC model,False,True,0.0,0.0,0.0,3006,1704,1302,"{""rank"": 3006, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1704, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-5BC0EB551942,Voice recognition method and device for four-foot robot,False,True,0.0,0.0,0.0,3009,1725,1284,"{""rank"": 3009, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1725, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-5F55233C22C2,Cartridge cabinet,False,True,0.0,0.0,0.0,3014,1754,1260,"{""rank"": 3014, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1754, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-669214570A84,Multifunctional intelligentized arms locker,False,True,0.0,2.0,2.0,3022,799,2223,"{""rank"": 3022, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 799, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-6AAA5E9E0382,Static ip storage system and method continuously,False,True,0.0,0.0,0.0,3027,1826,1201,"{""rank"": 3027, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1826, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-6E83F52FD0D3,Information acquisition device with identity verification function,False,True,0.0,0.0,0.0,3030,1855,1175,"{""rank"": 3030, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1855, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-6FFD258D1B85,Method and Apparatus for Feed Payments,False,True,0.0,0.0,0.0,3032,1869,1163,"{""rank"": 3032, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1869, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-77333D932DA3,"Charging authentication method, device and system and charging system",False,True,0.0,0.0,0.0,3041,1934,1107,"{""rank"": 3041, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 1934, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-7913D6AE7932,Proving authenticity of a device with the aid of proof of authorization,False,True,0.0,0.0,0.0,3045,1950,1095,"{""rank"": 3045, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1950, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-8847AF187097,Intelligent management device for gun-bullet cabinet,False,True,0.0,2.0,2.0,3064,833,2231,"{""rank"": 3064, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 833, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-88792510D8B2,"Barcode scanner authentication method, device and equipment and storage medium",False,True,0.0,0.0,0.0,3065,2057,1008,"{""rank"": 3065, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2057, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-89150FFB81C9,Vehicle safety system having key-less going action capability,False,True,0.0,0.0,0.0,3066,2063,1003,"{""rank"": 3066, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2063, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-89570D076F09,System and method of ultimately preventing cheatingly fueling and embezzling,False,True,0.0,2.0,2.0,3067,835,2232,"{""rank"": 3067, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""incidental_firearm""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 835, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""incidental_firearm""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-896D09D4668E,Double medium and double authentication fast off-line payment method under public key system,False,True,0.0,0.0,0.0,3068,2065,1003,"{""rank"": 3068, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2065, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-89C3FA66852F,Identity authentication method and device,False,True,0.0,0.0,0.0,3069,2067,1002,"{""rank"": 3069, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2067, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-91DE8ABBF80E,"Method for monitoring functionality of system, monitoring device therefor, memory cell and computer program",False,True,0.0,0.0,0.0,3085,2121,964,"{""rank"": 3085, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2121, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-96ED7F22E49A,Subpackaging line system suitable for high-purity electronic chemicals,False,True,0.0,2.0,2.0,3092,848,2244,"{""rank"": 3092, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 848, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-9DD395A02B2B,"Communication protocol method, device and equipment for charging pile and operation platform, and medium",False,True,0.0,0.0,0.0,3101,2217,884,"{""rank"": 3101, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2217, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-A1A8FA26AB95,Telemedicine visual monitoring device with structured illumination,False,True,0.0,0.0,0.0,3110,2243,867,"{""rank"": 3110, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2243, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-A3CBBA847057,"Lock Structure With Improved Safety, And Gun Lock",False,True,0.0,8.0,8.0,3111,657,2454,"{""rank"": 3111, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""attached_firing_control""}","{""rank"": 657, ""score"": 8.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""attached_firing_control""}"
mechanism,BC001-A3E0587C3DAF,Intelligent security leasing system for electric vehicle,False,True,0.0,0.0,0.0,3112,2258,854,"{""rank"": 3112, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 2258, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-A5FB8F9D6B4A,Automatic article management and access device,False,True,0.0,0.0,0.0,3116,2275,841,"{""rank"": 3116, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2275, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-AA04C178075E,"Control method and control device of locking device, equipment and storage medium",False,True,0.0,0.0,0.0,3121,2308,813,"{""rank"": 3121, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2308, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-AE087A7B9B96,Security cabinet unlocking system based on palm vein identification,False,True,0.0,0.0,0.0,3127,2333,794,"{""rank"": 3127, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2333, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-B6C1B340E90E,IOT technical system for outdoors smart farm service,False,True,0.0,0.0,0.0,3136,2391,745,"{""rank"": 3136, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2391, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-BE3EC1C221D8,"Cartridge emergency unlocking management method, device and system",False,True,0.0,0.0,0.0,3142,2468,674,"{""rank"": 3142, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2468, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
